word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
aerial clown	none	0.24	0.041499741	0.10579711	0.169827267
aerial violet	none	0.12	0.027313765	0.117817979	0.293713267
air carnival	none	0.32	0.027092675	0.146418782	0.083950949
air fruit	none	0.18	0.040889427	0.201694109	0.199155628
air knit	none	0.14	-0.022079787	0.104169562	0.143292501
aircraft guy	none	0.28	0.046822373	0.13372363	0.192648415
airplane camera	none	0.26	0.054230677	0.300277879	0.296940205
airplane guitar	none	0.14	0.082271611	0.205295255	0.307358976
airplane market	none	0.22	-0.001729087	0.174907909	0.11534634
airport foot	none	0.2	-0.036661362	0.194069274	0.141481932
alley bloom	none	0.2	0.022629215	0.177870454	0.159704341
amphibian berry	none	0.12	-0.084555004	0.035653412	0.197347404
amphibian flamingo	none	0.3	0.215765482	0.349673675	0.276895161
amphibian hummingbird	none	0.4	0.159788277	0.366059773	0.279770367
amphibian stork	none	0.32	0.190770552	0.37156424	0.322533527
ancient pod	none	0.18	-0.04253097	0.086273565	0.220073316
ancient poster	none	0.12	-0.028097049	0.119555401	0.161014565
angel asphalt	none	0.14	0.01351761	0.098150095	0.2332655
angel construction	none	0.12	-0.048241617	0.072827212	0.183069008
angel gasoline	none	0.02	-0.059172574	0.071232148	0.155317405
angel pod	none	0.14	-0.012850317	0.19909596	0.178858116
animal candy	none	0.12	0.036008599	0.30982248	0.232817882
animal clown	none	0.32	0.135045488	0.328838428	0.255229595
animal hand	none	0.28	0.10659448	0.325548956	0.159412915
animal mural	none	0.28	0.057158794	0.251605253	0.180542197
animal sandwich	none	0.22	0.026341326	0.221535403	0.218028616
apartment valley	none	0.28	0.045607765	0.280838649	0.230690045
apple cute	none	0.04	0.071712457	0.253513055	0.176692247
apple relax	none	0.14	-0.06655121	0.139411367	0.131220008
aquarium coin	none	0.32	0.057500342	0.134641763	0.156512242
aquarium seagull	none	0.36	0.167244386	0.202396998	0.218594377
architecture table	none	0.36	-0.011885491	0.19353309	0.155110555
architecture yellow	none	0.22	0.005216799	0.091636356	0.128878177
arm bicycle	none	0.3	0.11269349	0.295921247	0.202651388
arm caterpillar	none	0.38	0.006302358	0.170282231	0.197196998
arm outdoor	none	0.18	0.007514158	0.141153474	0.192817058
arm television	none	0.2	0.084200526	0.176182614	0.163744036
arm white	none	0.32	-0.018589088	0.232888158	0.124086962
arrow boxer	none	0.28	-0.073700541	0.042658108	0.195843688
arrow mural	none	0.2	-0.017431263	0.090174823	0.151393914
art beer	none	0.18	0.027498732	0.248651785	0.20004109
art christmas	none	0.3	-0.016580166	0.334541753	0.156451455
art drive	none	0.42	-0.015661069	0.145272854	0.139711246
art sailing	none	0.22	0.050126958	0.226651931	0.200443455
asphalt crane	none	0.32	0.039371773	0.265679986	0.216373945
asphalt moon	none	0.2	-0.036106641	0.146402557	0.158323358
asphalt water	none	0.2	0.15696558	0.359160731	0.262886871
auto bright	none	0.22	-0.023581307	0.162117473	0.146087063
auto quote	none	0.32	0.154247147	0.345003893	0.159883364
auto round	none	0.3	-0.006269929	0.185059729	0.189638016
auto santa	none	0.14	0.04276	0.293168039	0.144497862
automobile fabric	none	0.14	0.038366804	0.160201199	0.172973126
autumn frost	none	0.44	0.259424707	0.503177139	0.302158915
autumn hat	none	0.32	0.029097796	0.261014869	0.175615803
bacon guy	none	0.2	-0.053707823	0.253437457	0.251312405
bacon sweet	none	0.32	0.240466282	0.480525208	0.253855316
bacon view	none	0.12	-0.002700083	0.036031177	0.145388104
bacon wild	none	0.2	0.023194068	0.314981484	0.165833059
bag cop	none	0.16	-0.032107633	0.190676806	0.257927582
bag dude	none	0.2	0.018858085	0.246768699	0.234325674
bag flag	none	0.36	0.022655809	0.202450221	0.229396425
bag wild	none	0.12	0.017257032	0.201558461	0.152803246
bag wire	none	0.28	-0.023580656	0.279219891	0.228680806
bakery panorama	none	0.14	0.019305047	0.146526618	0.166938967
bakery vehicle	none	0.32	-0.014122292	0.08084137	0.194007867
bakery zebra	none	0	-0.020373104	0.090928505	0.189517036
ball curl	none	0.24	0.200076715	0.304925293	0.263371435
ball square	none	0.34	0.197543139	0.32909983	0.269963327
banana foot	none	0.18	0.018782125	0.241772239	0.186527571
band bride	none	0.32	0.052444294	0.158508036	0.226499695
band ear	none	0.32	0.175606651	0.311424598	0.272448136
band stocking	none	0.32	0.015080645	0.112655225	0.275475843
bar female	none	0.26	-0.009108722	0.170936774	0.178133881
bar ship	none	0.3	0.073852414	0.177502591	0.212359363
bar stair	none	0.34	0.128036263	0.279382935	0.19676131
barn food	none	0.42	0.070708625	0.250971422	0.215025091
barn mug	none	0.2	0.025095875	0.221674801	0.205380879
baseball bear	none	0.12	-0.001683783	0.269477994	0.190382845
baseball cactus	none	0.12	0.061070256	0.170298993	0.310438853
baseball cheetah	none	0.12	-0.033616836	0.084675601	0.184809829
baseball rainbow	none	0.24	-0.034155756	0.186939347	0.224008807
baseball show	none	0.4	-0.026121093	0.255967838	0.198039271
basket moss	none	0.28	-0.070214757	0.209492463	0.188653245
bath panorama	none	0.14	-0.02732333	0.108104119	0.106969803
bath patio	none	0.44	0.233958735	0.483595608	0.214675481
bath wine	none	0.24	0.01704289	0.274013532	0.233353557
bathroom dude	none	0.22	0.03136577	0.210826526	0.206628652
bathroom garden	none	0.28	0.207323704	0.492610499	0.316928963
bathroom stair	none	0.32	0.323471727	0.440052961	0.337427546
bathroom staircase	none	0.42	0.371076458	0.536205101	0.353928424
bay chipmunk	none	0.14	-0.092975808	0.082893764	0.166382395
bay curve	none	0.32	0.075791376	0.13855579	0.183935329
bay parking	none	0.28	0.113310097	0.298552287	0.245557835
bay porch	none	0.34	0.132186228	0.37298987	0.261074057
bead chess	none	0.22	0.05665097	0.14120444	0.169043654
bead library	none	0.22	0.016594401	0.093861105	0.155263818
bead redhead	none	0.28	0.002116392	0.160304513	0.159075852
bear boxer	none	0.26	0.061285957	0.290375628	0.159159387
bear construction	none	0.12	0.021322819	0.206341145	0.136179003
bear hockey	none	0.14	-0.015145067	0.262194849	0.216254026
bear play	none	0.26	0.000605924	0.238260571	0.238072326
bear subway	none	0.14	-0.002112663	0.196461096	0.134259896
beard flamingo	none	0.18	-0.112263291	0.205889404	0.163765613
beard kitty	none	0.28	0.052291693	0.302542611	0.151698234
beard sport	none	0.16	-0.001402099	0.17160302	0.154836484
bed candy	none	0.18	-0.041825632	0.215766646	0.137355175
bed ceiling	none	0.48	0.221925678	0.391025011	0.238980335
bed kitchen	none	0.34	0.272066617	0.517918311	0.315605939
bed patio	none	0.4	0.263906769	0.463642423	0.22853641
bed picture	none	0.34	0.018972211	0.297610664	0.182230416
bed stair	none	0.32	0.21193882	0.348453338	0.18790585
bed staircase	none	0.38	0.213519721	0.379473559	0.244594983
bedroom canyon	none	0.1	0.053499149	0.206853558	0.243280275
bedroom diner	none	0.3	0.119048904	0.336835659	0.262436404
bedroom downtown	none	0.16	0.076036706	0.299404734	0.28475046
bedroom feline	none	0.16	0.016513361	0.108930229	0.197912148
bedroom pool	none	0.34	0.204127628	0.461449536	0.232601609
beef downtown	none	0.26	0.027081447	0.146392616	0.229336292
beer wild	none	0.26	0.008698558	0.255345828	0.204453039
beetle chocolate	none	0.16	0.015393499	0.154640418	0.206451705
belly black	none	0.28	0.025892726	0.364016281	0.186694722
belly dark	none	0.18	0.037843308	0.33115899	0.191967741
belly dirty	none	0.26	-0.010707155	0.318251922	0.174157632
belly draw	none	0.24	-0.002101809	0.241665031	0.170383342
belly field	none	0.14	-0.021895362	0.070166096	0.163453056
belly stripe	none	0.22	0.114837964	0.24505999	0.179862999
bench mask	none	0.18	-0.029282334	0.111076091	0.166340793
berry fly	none	0.14	-0.044585041	0.115535853	0.18883523
bible cottage	none	0.14	0.017559491	0.109684509	0.18158267
bible dirt	none	0.14	0.021567708	0.168066171	0.159231464
bible leaf	none	0.32	0.082067715	0.184513321	0.201480145
bible misty	none	0.06	-0.067690935	0.104393109	0.122843721
bicycle green	none	0.34	0.04851421	0.307968052	0.234512288
bicycle handwriting	none	0.14	-0.003329298	0.053822438	0.180784922
bike flame	none	0.1	0.008152358	0.158544094	0.197120082
bike hummingbird	none	0.08	0.023334332	0.095300392	0.203570024
bikini ivy	none	0.24	-0.033713707	0.220034595	0.15436886
bikini pizza	none	0.02	0.063590841	0.200310136	0.288757952
bikini sculpture	none	0.14	-0.018803278	0.137309945	0.261897809
bird pregnancy	none	0.18	-0.059242992	0.155577032	0.137284233
bird shade	none	0.38	0.059601978	0.33281845	0.234782981
black cigarette	none	0.34	0.095609872	0.294083307	0.200287537
black paw	none	0.26	-0.011021934	0.244063303	0.166478884
black pigeon	none	0.26	0.174508362	0.265222636	0.216984751
black seat	none	0.38	0.104793946	0.300936115	0.136376994
blonde eye	none	0.26	0.095551128	0.283071642	0.211543677
blonde rock	none	0.14	-0.006580384	0.256887552	0.150080805
bloom friend	none	0.14	-0.008058363	0.106568327	0.167182675
bloom glitter	none	0.38	0.226021	0.318375834	0.304619741
blue hand	none	0.22	0.044012236	0.356648609	0.221336142
blue happy	none	0.32	0.070417313	0.311386603	0.232218022
blue poster	none	0.28	0.06943185	0.307788392	0.191733519
blue sock	none	0.34	0.073037375	0.283062694	0.185497036
blue swing	none	0.24	-0.037846398	0.25473116	0.230514094
blur metro	none	0.22	0.000172697	0.075687239	0.125593237
boardwalk drop	none	0.26	0.005766482	0.068381	0.158155119
boardwalk evening	none	0.44	0.041672985	0.257559529	0.199814205
body miniature	none	0.22	-0.018736014	0.176804313	0.167159678
book building	none	0.28	0.09159446	0.252911696	0.245415871
book ceramic	none	0.16	-0.019325715	0.049579005	0.204414077
book copper	none	0.18	-0.055666713	0.023434087	0.201487654
book gold	none	0.34	0.022007738	0.179843758	0.198490264
book smoking	none	0.16	0.02101548	0.16154555	0.149794529
boot cliff	none	0.26	0.007908015	0.120322262	0.187691199
bottle construction	none	0.22	-0.011319489	0.124876666	0.142951679
bottle library	none	0.1	0.045468426	0.093206969	0.227557675
boxer child	none	0.18	0.018896316	0.223491248	0.192972479
boxer diner	none	0.24	-0.007222487	0.158710329	0.20780132
boxer lighthouse	none	0.08	-0.032963069	0.082602327	0.229034067
boxer pyramid	none	0.22	-0.076310783	0.055736863	0.161019842
boxer reflection	none	0.26	-0.073879746	-0.021076021	0.192172232
boxer stair	none	0.16	-0.023055006	0.062019564	0.230426606
boxer swimming	none	0.24	0.133531648	0.201838993	0.279747207
boy gate	none	0.2	0.012997918	0.211292775	0.228169713
bracelet mountain	none	0.08	-0.071914615	0.112446006	0.186681515
branch feline	none	0.22	-0.043179616	0.086730078	0.245067297
branch lego	none	0.12	-0.054486077	0.044000808	0.158998187
branch protest	none	0.18	-0.001064111	0.207098893	0.140106908
branch tea	none	0.34	0.070197802	0.198967692	0.156179619
bread chair	none	0.14	0.014240161	0.180493275	0.176299223
bread cliff	none	0.06	-0.026929093	0.151891926	0.14885566
bread ocean	none	0.14	-0.012880208	0.177327182	0.167552595
break glitter	none	0.2	0.011410218	0.198531896	0.157867097
breakfast evening	none	0.36	0.323777289	0.541846233	0.353438869
breakfast floor	none	0.24	0.0971079	0.3451743	0.20226328
breakfast makeup	none	0.2	0.018103443	0.152744175	0.231183417
breakfast night	none	0.3	0.229189873	0.513649214	0.328187146
breakfast people	none	0.34	-0.023898589	0.274705258	0.155234596
breakfast relax	none	0.4	0.120690703	0.455793254	0.23285359
breakfast staircase	none	0.1	0.074732848	0.257611691	0.266929604
brick dress	none	0.14	0.033035997	0.203891949	0.179986691
brick rabbit	none	0.1	0.006920012	0.215307221	0.211079666
brick skyline	none	0.3	0.054363224	0.323833212	0.183706493
bridge ceramic	none	0.32	-0.002098878	0.188332975	0.158925895
bright foliage	none	0.46	0.144103501	0.474210008	0.206358793
bright raspberry	none	0.48	0.078364587	0.336337413	0.226786979
bright rusty	none	0.2	0.022829631	0.380427031	0.272794934
brown demolition	none	0.24	-0.019185227	0.001603137	0.152654697
brown insect	none	0.36	0.020726775	0.252831054	0.245442682
brown wet	none	0.24	0.024069004	0.412371707	0.304773333
bucket curve	none	0.22	-0.001783036	0.199332193	0.166372257
bucket duck	none	0.16	0.064431463	0.343616579	0.237449762
bucket girl	none	0.08	0.028733277	0.228524516	0.1956867
bucket insect	none	0.26	0.016433138	0.200503134	0.230911618
bucket morning	none	0.18	-0.070888502	0.196585154	0.14215071
bud floor	none	0.14	-0.097167297	0.088560567	0.155100603
bud pink	none	0.5	0.197531518	0.36952717	0.277919794
bud purple	none	0.38	0.172737321	0.413615128	0.256473494
bud shade	none	0.3	0.121406613	0.339810071	0.195053627
building sandwich	none	0.28	0.052089261	0.182927848	0.172067991
building zombie	none	0.14	-0.023984361	0.143500855	0.166534484
burger mountain	none	0.1	-0.011375325	0.184382198	0.18963384
burn reading	none	0.2	0.047742406	0.184643932	0.189286717
burn ripple	none	0.18	0.068480028	0.205337818	0.161853258
butterfly glitter	none	0.38	0.139583444	0.429232602	0.161472117
butterfly leave	none	0.12	0.041236311	0.152357243	0.135045295
butterfly stadium	none	0.14	-0.010990408	0.059830055	0.23507633
button flower	none	0.26	0.147458699	0.240241567	0.26025215
button grey	none	0.32	0.169468818	0.319233526	0.155215043
button police	none	0.3	0.011314821	0.02416812	0.201623099
cactus fall	none	0.26	0.01683218	0.177866022	0.16837688
cactus gasoline	none	0.1	0.079986421	0.099100216	0.250318226
cactus leg	none	0.18	-0.01730266	0.135180133	0.211080952
cactus porch	none	0.24	0.060992285	0.268158387	0.246030427
cafe child	none	0.22	-0.041010429	0.15563932	0.160828711
cafe draw	none	0.22	-0.005024765	0.138452809	0.146053889
cafe frog	none	0.08	-0.000444791	0.219267207	0.247391348
cafe lizard	none	0.04	0.050456279	0.178895869	0.211925046
cafe reflection	none	0.26	0.031424333	0.177267928	0.203550042
cafe spiral	none	0.2	-0.040743779	0.10202657	0.182247687
cake library	none	0.1	-0.068981883	0.111709978	0.098223378
cake rusty	none	0.12	-0.090363858	0.169691537	0.076771675
camel highway	none	0.12	0.047533833	0.177477166	0.207919694
camera crow	none	0.18	-0.05200912	0.148697651	0.197671641
camera mallard	none	0.18	-0.047536018	0.040142925	0.180866782
camera rally	none	0.22	0.030795357	0.088618591	0.163971021
can mill	none	0.38	0.068420573	0.206658606	0.177088272
can sketch	none	0.26	-0.032509151	0.196661864	0.154750167
canal coffee	none	0.18	-0.040284692	0.119503179	0.158009257
canal number	none	0.16	-0.009762843	0.060859409	0.185635367
canal silhouette	none	0.1	-0.030781153	0.112397562	0.156561369
candle line	none	0.3	0.09628974	0.167820369	0.125730378
canyon piano	none	0.1	-0.01949165	0.114350878	0.214675242
canyon pizza	none	0.12	-0.033224533	0.192453883	0.211033174
car hawk	none	0.2	-0.01531052	0.147001468	0.208106955
car pig	none	0.16	0.013650326	0.207859595	0.241472193
car skull	none	0.2	0.081546659	0.202680021	0.167145713
car tongue	none	0.08	0.029687196	0.122094934	0.192292213
carnival wool	none	0.1	0.004588992	0.097866712	0.225522942
carrot city	none	0.1	-0.003907297	0.055454482	0.138092727
carrot design	none	0.04	-0.024561203	0.042970377	0.16377539
carrot memorial	none	0.08	-0.045182563	0.07000907	0.116673555
castle patio	none	0.32	0.141136884	0.273690767	0.269419
cat locomotive	none	0.14	0.041564465	0.101025101	0.175399126
cat purple	none	0.14	0.083076647	0.309876124	0.198746755
caterpillar paint	none	0.2	0.068017445	0.145369596	0.137997813
cattle web	none	0.12	-0.066794508	0.039193776	0.148924098
ceiling mug	none	0.08	-0.005634144	0.167320745	0.124362738
cemetery cone	none	0.14	0.062121041	0.081189228	0.140644205
cemetery male	none	0.2	-0.014703506	0.118339729	0.164450317
ceramic church	none	0.3	0.02215261	0.126545769	0.199004238
ceramic live	none	0.26	-0.00736396	0.051858262	0.182725267
ceramic ocean	none	0.16	-0.059781296	0.183570699	0.179087497
chain engine	none	0.38	0.040063243	0.235220209	0.198096797
chair holiday	none	0.24	-0.058107804	0.14813115	0.166959181
chair ipod	none	0.1	0.07665068	0.176247902	0.150202923
chair word	none	0.12	0.007563684	0.171271254	0.177148662
chapel dusk	none	0.14	0.095640114	0.3156049	0.169100527
chapel whisker	none	0.12	-0.05915169	-0.027421242	0.15616043
cheerleader scenery	none	0.28	0.001127931	0.021376838	0.220775453
cheetah flame	none	0.12	0.011143302	0.178141675	0.117956554
cheetah phone	none	0.06	-0.060245658	0.060533308	0.177632879
cheetah soup	none	0.06	0.022761078	0.118726735	0.214747934
cherry lamb	none	0.16	0.091663077	0.315961848	0.129233428
chess cigarette	none	0.06	0.062478175	0.090482526	0.218001911
chess family	none	0.3	-0.041325227	0.157605534	0.116547489
chess sleep	none	0.12	0.084081365	0.126412498	0.182712919
chicken knit	none	0.08	0.019701255	0.164616762	0.149369284
chicken star	none	0.18	-0.013410585	0.153381289	0.220411224
child ford	none	0.06	-0.010105053	0.142032982	0.17340977
chipmunk illustration	none	0.3	0.097030627	0.105663765	0.156638627
chocolate jellyfish	none	0.16	-0.010249921	0.129395781	0.297643933
chocolate rock	none	0.14	0.014042014	0.241986346	0.205969197
chocolate squirrel	none	0.1	0.163546186	0.286758221	0.216394746
chocolate wig	none	0.1	0.003877831	0.199836937	0.161414155
chopper poppy	none	0.14	0.104425272	0.187248461	0.281049156
chopper window	none	0.22	-0.007156819	0.134126544	0.197061152
church cookie	none	0.36	-0.024986645	0.15280083	0.15493652
church soldier	none	0.26	0.061002126	0.269661496	0.253053001
cigarette hotel	none	0.22	0.069954732	0.155821302	0.250893639
cigarette live	none	0.2	-0.02479577	0.11728429	0.178170644
